image_name,mse,entropy
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_11-13-00_org_removed_face_0.png,8.555348668981482,4.855959961205446
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_11-13-00_tmp_removed_face_0.png,4.974697627314815,3.915985020018815
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_11-48-25_org_removed_face_0.png,10.317821180555555,5.687677049686513
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_11-48-25_tmp_removed_face_0.png,13.144587673611111,5.94313308272191
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_14-03-50_org_removed_face_0.png,6.315886863425926,4.1694837558126325
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_14-03-50_tmp_removed_face_0.png,6.56568287037037,3.8822764657268856
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_14-03-57_org_removed_face_0.png,7.693269675925926,5.097261251398712
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_14-03-57_tmp_removed_face_0.png,9.096916956018518,5.510035548954577
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_14-04-14_org_removed_face_0.png,7.693269675925926,5.097261251398712
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_14-04-14_tmp_removed_face_0.png,10.54083912037037,5.5319988732726895
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_15-07-12_org_removed_face_0.png,8.555348668981482,4.855959961205446
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_16-49-01_org_removed_face_0.png,17.677641782407406,6.295607031304968
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-16-51_org_removed_face_0.png,11.648819444444445,4.52365056452159
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-16-51_tmp_removed_face_0.png,11.494916087962963,4.580481187563064
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-17-15_org_removed_face_0.png,11.648819444444445,4.52365056452159
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-17-15_tmp_removed_face_0.png,10.683842592592592,4.566224125568069
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-29-37_org_removed_face_0.png,12.243705150462963,5.741852925242578
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-29-46_org_removed_face_0.png,5.110614872685185,4.998631867201335
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-29-46_tmp_removed_face_0.png,6.891442418981481,5.0502735460360695
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-29-49_org_removed_face_0.png,12.243705150462963,5.741852925242578
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-29-49_tmp_removed_face_0.png,11.194502314814814,5.949753238592395
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-29-56_org_removed_face_0.png,5.110614872685185,4.998631867201335
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-29-56_tmp_removed_face_0.png,7.387248263888889,5.085303624501267
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-30-20_org_removed_face_0.png,15.883346354166667,4.513766858944485
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-30-20_tmp_removed_face_0.png,12.247721354166666,4.699215851862399
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-30-32_org_removed_face_0.png,15.883346354166667,4.513766858944485
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-31-10_org_removed_face_0.png,10.633054108796296,5.110609216506456
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-31-10_tmp_removed_face_0.png,8.389871238425926,5.733876871672674
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-31-44_org_removed_face_0.png,9.581263020833333,5.143364148306203
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-31-44_tmp_removed_face_0.png,12.376018518518519,5.02228088727229
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-31-51_org_removed_face_0.png,10.426788194444445,5.666999430689266
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-31-51_tmp_removed_face_0.png,9.588538773148148,5.531635608395948
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-32-17_org_removed_face_0.png,9.182333622685185,4.474805219241377
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-32-17_tmp_removed_face_0.png,8.404408275462963,4.332205816457232
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-32-26_org_removed_face_0.png,9.182333622685185,4.474805219241377
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-32-26_tmp_removed_face_0.png,8.49777488425926,5.238131522618442
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-32-29_org_removed_face_0.png,8.34620949074074,4.274070586661663
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-32-29_tmp_removed_face_0.png,11.304749710648148,4.37267772855577
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-37-53_org_removed_face_0.png,12.767881944444444,6.054523523157529
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-37-53_tmp_removed_face_0.png,10.206921296296295,5.725091811731977
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-38-05_org_removed_face_0.png,14.327355324074073,5.74671354773705
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-38-05_tmp_removed_face_0.png,9.916325231481482,5.13158746003195
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-38-18_org_removed_face_0.png,14.327355324074073,5.74671354773705
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-38-18_tmp_removed_face_0.png,8.203817997685185,5.702366191743691
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-43-46_org_removed_face_0.png,11.673433159722222,5.749866418346202
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-43-46_tmp_removed_face_0.png,12.12728587962963,5.293224481153864
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-44-34_org_removed_face_0.png,10.00209056712963,4.958616998606569
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-44-34_tmp_removed_face_0.png,8.926229745370371,5.740977438995831
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-47-45_org_removed_face_0.png,10.714460358796297,4.827155668792774
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-47-45_tmp_removed_face_0.png,9.770882523148147,4.813415764592982
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-49-29_org_removed_face_0.png,18.692115162037037,5.316888935938033
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-49-29_tmp_removed_face_0.png,11.271588541666667,5.542633338942208
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-52-14_org_removed_face_0.png,10.379013310185185,5.034256661467661
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-52-14_tmp_removed_face_0.png,9.518116319444445,4.96077828824741
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-52-26_org_removed_face_0.png,10.379013310185185,5.034256661467661
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-52-26_tmp_removed_face_0.png,9.41882957175926,5.442547074957946
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-55-16_org_removed_face_0.png,4.006102430555556,4.817735164534203
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-55-16_tmp_removed_face_0.png,6.730828993055556,4.96682445403667
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-56-07_tmp_removed_face_0.png,13.93148582175926,4.880916108374791
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-57-46_org_removed_face_0.png,4.006102430555556,4.817735164534203
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-08_17-57-46_tmp_removed_face_0.png,7.305376157407407,5.0368131524364195
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-09_07-34-49_org_removed_face_0.png,9.99127170138889,5.059067186181392
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-09_07-34-49_tmp_removed_face_0.png,8.454625289351851,4.255638953016403
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-09_07-35-37_org_removed_face_0.png,8.00962818287037,4.220912840843481
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-09_07-35-37_tmp_removed_face_0.png,5.9599840856481485,4.739046722993769
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-09_07-41-20_org_removed_face_0.png,9.054421296296296,4.727885059516233
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-09_07-41-20_tmp_removed_face_0.png,7.12959056712963,3.930635206695444
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-09_07-41-26_org_removed_face_0.png,12.655269097222222,6.036318615249295
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-09_07-41-26_tmp_removed_face_0.png,16.385105613425925,5.960923255833664
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-09_07-43-29_org_removed_face_0.png,12.243705150462963,5.741852925242578
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-09_07-43-29_tmp_removed_face_0.png,6.89425636574074,5.54198165094922
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-09_07-43-54_org_removed_face_0.png,10.903420138888889,4.346652695295029
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-09_07-43-54_tmp_removed_face_0.png,9.124398148148147,5.0447717786986885
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-09_07-44-17_org_removed_face_0.png,10.903420138888889,4.346652695295029
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-09_07-44-17_tmp_removed_face_0.png,9.03054542824074,4.286121034601894
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-09_07-44-24_org_removed_face_0.png,11.648819444444445,4.52365056452159
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-09_07-44-24_tmp_removed_face_0.png,9.640299479166666,4.323394611824445
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-09_07-47-51_org_removed_face_0.png,11.1366015625,4.876939754513126
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-09_07-47-51_tmp_removed_face_0.png,16.51814236111111,5.532826594367712
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-09_07-48-03_org_removed_face_0.png,7.700447048611111,4.7287253349997895
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-09_07-48-03_tmp_removed_face_0.png,5.122829861111111,3.955883014098828
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-09_07-48-33_org_removed_face_0.png,14.89419849537037,6.232117359907784
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-09_07-48-33_tmp_removed_face_0.png,10.16146412037037,6.071165150508374
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-09_07-48-33_tmp_removed_face_1.png,14.316824363425926,7.166051961553876
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-09_07-48-40_org_removed_face_0.png,7.700447048611111,4.7287253349997895
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-09_07-48-40_tmp_removed_face_0.png,4.75415943287037,3.97972748803281
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-09_07-49-15_org_removed_face_0.png,11.58982349537037,5.073240923606883
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-09_07-49-15_tmp_removed_face_0.png,9.383057002314814,4.941167790662954
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-09_07-49-18_org_removed_face_0.png,7.700447048611111,4.7287253349997895
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-09_07-49-18_tmp_removed_face_0.png,4.423203125,3.9683151738345277
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-09_07-55-31_org_removed_face_0.png,6.954901620370371,4.177239279569724
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-09_07-55-31_tmp_removed_face_0.png,10.264421296296296,4.270921246065748
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-09_07-55-35_org_removed_face_0.png,9.646341145833333,4.210028046449928
D:\Project\Collections\FAS\Auto-Crop\result02\2023-03-09_07-55-35_tmp_removed_face_0.png,10.580883969907408,4.199640251182969
